title,label,service_id,service_name,category
This service tracks which web page referred you to it,bad,2136,Le Soir,This service tracks which web page referred you to it
There is a date of the last update of the agreements (March 2020),neutral,838,10minutemail,There is a date of the last update of the agreements
"When the service wants to make a material change to its terms, you are notified 2 weeks in advance",good,276,SoundCloud,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance"
"This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages",neutral,183,CouchSurfing,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages"
Google Analytics and Google Firebase Analytics are used for statistics,bad,613,Doodle,Third-party cookies are used for statistics
The service can delete your account without prior notice,bad,639,Mastodon,Your account can be deleted or permanently suspended without prior notice and without a reason
"The service can remove, screen, or edit your content without prior notice and without a reason",bad,1007,Brainly,Specific content can be deleted without reason and may be removed without prior notice
You maintain ownership of your uploaded images and reviews,good,4514,Booking.com,You maintain ownership of your content
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (Switzerland).,good,2856,Microspot,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection
The service promises to inform and/or notify users regarding government inquiries that may involve users' personal data,good,1377,Upcloud,The service promises to inform and/or notify you regarding government inquiries that may involve your personal data
"When the service wants to make a material change to its Privacy Policy, you are notified at least 30 days in advance",good,297,GitHub,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance"
You agree not to use the service for illegal purposes,neutral,1731,Follow My Health,You agree not to use the service for illegal purposes
Third-party cookies are used for marketing,bad,3587,Wickr Me,Third-party cookies are used for advertising
You shall defend and indemnify GitHub,neutral,297,GitHub,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service"
This service is only available to users of 16 years and older,neutral,2074,Letterboxd,This service is only available to users over a certain age
Discogs can delete your account without prior notice and without a reason,bad,603,Discogs,Your account can be deleted or permanently suspended without prior notice and without a reason
"Instead of asking directly, this Service will assume your consent merely from your usage.",bad,262,Symbaloo,"Instead of asking directly, this Service will assume your consent to changes of terms merely from your usage"
You can limit how your information is used by the service,good,2568,NewPipe,You can limit how your information is used by third-parties and the service
You can request access and deletion of personal data,good,251,Foursquare,"You can request access, correction and/or deletion of your data"
"Conditions may change, but your continued acceptance is not inferred from an earlier acceptance",neutral,523,Search Encrypt,"Conditions may change, but your continued acceptance is not inferred from an earlier acceptance"
This service does not guarantee that it meets your expectations or requirements,neutral,8283,t2bot.io,This service does not guarantee that it or the products obtained through it meet your expectations or requirements
This service uses third-party cookies for statistics on non-search pages,bad,591,Ecosia,Third-party cookies are used for statistics
"The message in ""Secret Chat"" are encrypted, and MeWe cannot decrypt it",good,1564,MeWe,"This service claims User-generated content is encrypted, and they can not decrypt it"
You waive your moral rights,bad,2315,Fandango,You waive your moral rights
You are not allowed to use a nick name,neutral,183,CouchSurfing,"You are not allowed to use pseudonyms, as trust and transparency between users regarding their identities is relevant to the service"
This service is a subsidiary of System1,neutral,3802,Waterfox,This service is a subsidiary of Company X
This service is only available to users over 15 years of age,neutral,4304,Ouigo,This service is only available to users over a certain age
There is a date of the last update of the Cookie Policy,neutral,3580,Yleisradio,There is a date of the last update of the agreements
You waive your right to a class action in some circumstances,bad,1892,Artspace,You waive your right to a class action
"By using this website, you are agreeing to be bound by the then current version of these terms of service.",bad,4560,SpaceHey,"Instead of asking directly, this Service will assume your consent to changes of terms merely from your usage"
The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (Canada),bad,2254,Ubisoft,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
Your account can be suspended if you violate the terms,neutral,3824,SpanishDict,Your account can be suspended for several reasons
This service is only available to users 13 years old and over; pledges are only for users at least 18 years old or with parental permission,neutral,1010,Patreon,This service is only available to users over a certain age
Aggregate data is given to third parties,neutral,3262,Privacy.com,Only aggregate data is given to third parties
Logs are kept for an undefined period of time,bad,3362,APK Pure,Logs are kept for an undefined period of time
User logs are deleted after 30 days,good,837,Netsyms Technologies,Logs are deleted after a finite period of time
There is a date of the last update of the privacy policy,neutral,2036,Orchid VPN,There is a date of the last update of the agreements
Minors must have the supervision of their legal guardians to use the service,neutral,3716,Simply Earth,Minors must have the authorization of their legal guardians to use the service
You waive your right to a class action.,bad,186,Flickr,You waive your right to a class action
This service can use your content for all their existing and future services,neutral,226,eBay,This service can use your content for all their existing and future services
They may stop providing the service at any time,neutral,460,Credit Karma,They may stop providing the service at any time
SmartThings collects many different types of personal data,bad,3428,SmartThings,Many different types of personal data are collected
The Privacy Policy and Cookie Statement for this website are translated into three languages,neutral,614,Amnesty International Limited (UK),The terms for this service are translated into different languages
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (Belgium),good,2136,Le Soir,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection
Minors must have the authorization of their legal guardians to use the service,neutral,251,Foursquare,Minors must have the authorization of their legal guardians to use the service
Staff at this organisation recieve training about handling data,good,406,Xiaomi,Staff at this organisation receive training about handling data
"The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (New South Wales, Australia)",bad,4617,Flatmates,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
"[UK] Your IP address is collected, which can be used to view your approximate location",neutral,4024,Just Eat,"Your IP address is collected, which can be used to view your approximate location"
The court of law governing the terms is in the UK.,neutral,322,BBC,The court of law governing the terms is in location X
"You cannot delete your contributions, but it makes sense for this service",neutral,969,ToS;DR Phoenix,"You cannot delete your contributions, but it makes sense for this service"
You are forced into binding arbitration in case of disputes (unless you opt out),bad,846,Crunchyroll,You are forced into binding arbitration in case of disputes
This service fines spammers,good,317,Fox News,This service fines spammers
This service cannot be held responsible for disputes that you may have with other users,neutral,208,Pure Dating,This service cannot be held responsible for disputes that you may have with other users
Couchsurfing may close your account at their sole discretion,bad,183,CouchSurfing,Your account can be deleted or permanently suspended without prior notice and without a reason
This service allows tracking via third-party cookies for purposes including targeted advertising.,bad,591,Ecosia,Third-party cookies are used for advertising
Tracking via third-party cookies for purposes including advertising ,bad,2645,Rumble,Third-party cookies are used for advertising
"Court of law governing the terms: U.S. District Court for Northern District of California or state courts in Santa Clara County, California.",neutral,1012,BetterHelp,The court of law governing the terms is in location X
This service is only available to users over 13 years of age,neutral,3160,Rofkin,This service is only available to users over a certain age
Your biometric data is collected if you provide it to HP,bad,2572,HP | Hewlett-Packard,Your biometric data is collected
Can ban or delete your account for any reason,bad,7344,Meower,Your account can be deleted or permanently suspended without prior notice and without a reason
This service does not guarantee that it or the products obtained through it meet your expectations or requirements,neutral,262,Symbaloo,This service does not guarantee that it or the products obtained through it meet your expectations or requirements
Couchsurfing informs you about the fact that you can disable cookies,bad,183,CouchSurfing,"Third party cookies are employed, but with opt out instructions"
Users under 18 must have the authorization of their legal guardians to use the service,neutral,4147,Remind,Minors must have the authorization of their legal guardians to use the service
Third-party software used and/or distributed by the service is provided 'as is' and to be used at your sole risk,neutral,7032,GeeksforGeeks,The service is provided 'as is' and to be used at your sole risk
"You can request access, correction and/or deletion of your data but it the service may not comply.",good,3259,GlobaliD,"You can request access, correction and/or deletion of your data"
This service is only available to users over a 13 years of age,neutral,2491,Gfycat,This service is only available to users over a certain age
This service allows you to retrieve an archive of your data collected through automated means and in machine-readable form only,good,1581,HideMyAss!,You can retrieve an archive of your data
Tracking via third-party cookies for purposes including advertising,bad,186,Flickr,Third-party cookies are used for advertising
"This service may collect, use, and share location data",bad,2136,Le Soir,"This service may collect, use, and share location data"
"Your IP address is collected, which can be used to view your approximate location",neutral,460,Credit Karma,"Your IP address is collected, which can be used to view your approximate location"
This service shares your personal data with third parties that are not essential to its operation,bad,262,Symbaloo,This service shares your personal data with third parties that are not essential to its operation
Discogs prohibits users from attempting to gain unauthorized access to other computer systems,neutral,603,Discogs,You are prohibited from attempting to gain unauthorized access to other computer systems
"You should revisit the terms periodically, although in case of material changes, the service will notify",neutral,262,Symbaloo,"You should revisit the terms periodically, although in case of material changes, the service will notify"
SmartThings uses your personal data for advertising,bad,3428,SmartThings,Your personal data is used for advertising
This service respects your browser's Do Not Track (DNT) headers on this website,good,2716,CyberGhost,Your browser's Do Not Track (DNT) headers are respected
"The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (Texas, USA)",bad,3160,Rofkin,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection
Private messages can be read,bad,511,MyAnimeList,Private messages can be read
"When the service wants to change its terms, users are notified 30 days in advance.",good,2758,XE.com,"When the service wants to change its terms, you are notified a week or more in advance"
You maintain ownership of your content,good,262,Symbaloo,You maintain ownership of your content
"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",bad,460,Credit Karma,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
"If you live in the EU, you can request access, correction and/or deletion of your data",good,3738,Gather Town,"You can request access, correction and/or deletion of your data"
This service is a subsidiary of Amazon Web Services,neutral,3587,Wickr Me,This service is a subsidiary of Company X
SmartThings ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.,neutral,3428,SmartThings,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header
Accessibility to this service is guaranteed at 98%,good,444,Heaven HR,Accessibility to this service is guaranteed at 99% or more
"You should revisit the privacy policy periodically, although in case of material changes, the service will notify",neutral,2895,Line Corporation,"You should revisit the terms periodically, although in case of material changes, the service will notify"
The court of law governing the terms is in Romania,neutral,2866,VPN.AC,The court of law governing the terms is in location X
The court of law governing the terms is in Delaware (USA),neutral,4079,Stingle Photos,The court of law governing the terms is in location X
Your personal data may be transferred as part of a bankruptcy proceeding or other type of financial transaction,bad,2195,Wolt,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction
"[EEA/UK/CH] Conditions may change, but your continued acceptance is not inferred from an earlier acceptance",neutral,7103,Pico,"Conditions may change, but your continued acceptance is not inferred from an earlier acceptance"
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (Switzerland),good,613,Doodle,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection
The publishing of personally identifiable information without the owner’s consent is not allowed,good,525,Fedora,The publishing of personally identifiable information without the owner’s consent is not allowed
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (California),good,2506,SmartNews,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection
This service does not track you,good,327,RiseUp.net,You are not being tracked
Users agree to comply with the laws of California the United States,neutral,1447,Observable,You agree to comply with the law of the service's country
"The Terms and Conditions may be changed any time at their discretion, without notice to you ",bad,8283,t2bot.io," Terms may be changed any time at their discretion, without notice to you "
The service is provided 'as is' and to be used at the users' sole risk,neutral,327,RiseUp.net,The service is provided 'as is' and to be used at your sole risk
Spidering or crawling is not allowed,neutral,2315,Fandango,"Spidering, crawling, or accessing the site through any automated means is not allowed"
"The court of law governing the terms is in California, U.S.A.",neutral,2572,HP | Hewlett-Packard,The court of law governing the terms is in location X
You are informed about the risk of publishing personal info online which may be copied by third parties,good,3259,GlobaliD,You are informed about the risk of publishing personal info online
This service is only available to users 13 years old and over,neutral,1007,Brainly,This service is only available to users over a certain age
You can opt out of targeted advertising if you are in the European Economic Area (EEA),good,226,eBay,You can opt out of targeted advertising
Personal data is not shared with third parties,good,2973,Swisscows,Your personal data is not shared with third parties
The service can suspend your account for violating the terms of service,neutral,1209,Ryver,Your account can be suspended for several reasons
[UK] You are prohibited from posting content which promotes violence or politically or religiously extremist values.,neutral,4024,Just Eat,You are prohibited from posting content which promotes violence or politically or religiously extremist values
 The service is only available in countries approved by the U.S. government,bad,2195,Wolt, The service is only available in some countries approved by its government
"Any liability on behalf of the service is only limited to $1,000",bad,2454,The Walt Disney Company,Any liability on behalf of the service is only limited to the fees you paid as a user
You are tracked via web beacons and tracking pixels,bad,3335,Realestate.com.au,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting"
Accessibility to this service is guaranteed at 99% or more,good,527,Qwant,Accessibility to this service is guaranteed at 99% or more
This service may force users into binding arbitration in the case of disputes,bad,3115,L'Equipe,You are forced into binding arbitration in case of disputes
Copyright license limited for the purposes of that same service,good,306,Mega,Copyright license limited for the purposes of that same service but transferable and sublicenseable
MeWe is only available to users over 16 years old,neutral,1564,MeWe,This service is only available to users over a certain age
Users have a 6 month time period to take legal action against the service,bad,798,Patook,You have a reduced time period to take legal action against the service
There is a date of the last update of the agreements (13 November 2022),neutral,7344,Meower,There is a date of the last update of the agreements
The service does not require you to provide your real name,good,2077,LibreOffice,Pseudonyms are allowed
This service is only available to users of age 13 and up,neutral,1348,Bitwarden,This service is only available to users over a certain age
Your biometric data may be collected,bad,2120,Alibaba,Your biometric data is collected
" Terms may be changed any time at their discretion, without notice to the user.",bad,2659,Alan Thomson Simulation," Terms may be changed any time at their discretion, without notice to you "
This service is only available to users over 14 years of age,neutral,2544,El País,This service is only available to users over a certain age
The service uses your personal data to employ targeted third-party advertising,bad,2315,Fandango,Your personal data is used to employ targeted third-party advertising
Your personal information is used for many different purposes,bad,460,Credit Karma,Your personal information is used for many different purposes
"The court of law governing the terms is in location Illinois, USA",neutral,2622,Crain's Chicago Business,The court of law governing the terms is in location X
Third-party cookies are used for statistics on the website service's,bad,2716,CyberGhost,Third-party cookies are used for statistics
"Per the service's terms, you may not express negative opinions about them",bad,3160,Rofkin,"Per the service's terms, you may not express negative opinions about them"
There is a date of the last update of the agreements (February 2021),neutral,3255,ViacomCBS,There is a date of the last update of the agreements
